TransactionID,Date,AccountHolder,TransactionCode,TransactionDescription,Amount,SourceSortCode,SourceAccountNumber,DestinationSortCode,DestinationAccountNumber,Beneficiary,IBAN,SWIFT,SuspicionType,SuspicionNotes
SUS002651,2023-01-24,"Martin, Swift and Walsh",FPO,Faster Payment Outgoing,2986.91,93-64-83,38354956,54-62-36,74572314,Jodie Reed,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS002652,2023-07-12,Albert Harris,FPO,Faster Payment Outgoing,24653.85,59-61-62,68974416,24-58-84,99052279,"Johnston, White and Marshall",,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS002653,2023-11-05,Mr Mohammed O'Brien,TFR,Transfer,4459.87,80-82-11,33589016,34-43-37,79315100,"Wilkinson, Wright and Watts",,,Layering,Rapid transfers between accounts with similar names or small amounts
SUS002654,2024-12-07,Dr George Davies,MT103,SWIFT Credit Transfer,766.12,88-58-62,66319830,18-31-84,91819720,Joanna Lewis,DE84118920044517196409,TDCDGBHHDD8,Layering,Rapid transfers between accounts with similar names or small amounts
SUS002655,2024-05-17,Joel Kelly,FPO,Faster Payment Outgoing,17579.86,19-13-16,45597841,23-86-63,46008712,Jeremy Smith,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS002656,2024-01-09,Lawrence Shaw,TFR,Transfer,15893.72,52-29-61,81337973,13-72-71,62595084,Graham Harvey,,,Money Laundering,Large international transactions with no clear source
SUS002657,2023-07-25,Pearce and Sons,SEPA,SEPA Credit Transfer,18893.76,61-43-44,26478896,96-44-23,62041042,Taylor LLC,DE79831025712880156670,GURKGB8BU4L,Money Laundering,Large international transactions with no clear source
SUS002658,2025-03-06,Cheryl Conway,FPO,Faster Payment Outgoing,342.43,51-26-51,60103865,19-99-31,76508920,Ms Melanie Stephens,,,Round-Tripping,Funds sent back and forth between same entities
SUS002659,2023-04-30,Sara Johnson,SEPA,SEPA Credit Transfer,8472.89,26-65-15,84961537,28-95-70,34726937,"Mason, Williams and Rogers",DE80975148845823365433,VOMNGBOGYVS,Layering,Rapid transfers between accounts with similar names or small amounts
SUS002660,2025-01-16,"Stanley, Cooper and Morris",FPO,Faster Payment Outgoing,11838.64,14-37-61,36401871,25-54-89,55195330,Dr Terry Walsh,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS002661,2024-07-18,Miss Ashleigh Jones,ATM,ATM Transaction,19.05,49-52-67,85857174,22-57-85,05970685,"Stevens, Greenwood and Stevens",,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS002662,2024-01-09,Lynda Williams,FPO,Faster Payment Outgoing,14016.1,55-75-66,08589858,52-76-70,29179839,Andrew Mitchell,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS002663,2023-10-10,Mr Francis Cooper,ATM,ATM Transaction,284.96,45-41-58,30480971,90-48-58,86006806,Mrs Ashleigh Ferguson,,,Round-Tripping,Funds sent back and forth between same entities
SUS002664,2024-04-07,Vincent Willis,REF,Refund,910.93,45-75-54,89679750,17-72-69,54376134,Allan Reed-Barker,,,Fake Refunds,Frequent large refunds without matching purchases
SUS002665,2023-06-08,Diana Jones,FPO,Faster Payment Outgoing,2923.81,33-61-76,16802642,65-66-38,59302143,Dr Lindsey Arnold,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS002666,2023-05-02,Miss Debra Collins,CHQ,Cheque,811.18,75-32-45,67103423,60-90-73,86726763,Matthew Godfrey,,,Round-Tripping,Funds sent back and forth between same entities
SUS002667,2025-03-06,"Clark, Gray and Smith",FPO,Faster Payment Outgoing,14255.99,43-10-98,21162014,33-30-86,21185259,Dr Chelsea Parkinson,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS002668,2025-04-16,Hannah Thomas,TFR,Transfer,13687.92,62-67-19,87730464,17-90-73,34793107,Dr Kimberley Jones,,,Money Laundering,Large international transactions with no clear source
SUS002669,2025-01-07,"Jarvis, Sutton and Campbell",CHQ,Cheque,11841.8,76-72-92,27574421,33-87-41,37646786,Charlie Bishop,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS002670,2023-02-26,Anthony Pearson-Farmer,FPO,Faster Payment Outgoing,2501.71,46-42-23,82907199,24-35-63,04858614,Sam Payne-Sutton,,,Round-Tripping,Funds sent back and forth between same entities
SUS002671,2023-07-30,Lewis Jackson,TFR,Transfer,3002.91,93-40-51,77116059,64-82-68,73226921,Lee Douglas,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS002672,2024-12-02,Mrs Sian Singh,MT103,SWIFT Credit Transfer,2520.0,82-55-78,86924300,16-37-51,05742005,Lawrence Group,DE64873108503561081219,LWIFGBOSRNF,Layering,Rapid transfers between accounts with similar names or small amounts
SUS002673,2023-06-14,Fox-Smith,ATM,ATM Transaction,327.43,59-44-40,81901940,25-13-31,06863927,Turner Ltd,,,Round-Tripping,Funds sent back and forth between same entities
SUS002674,2024-08-18,Clive Allen,CSH,Cash transaction,989.03,24-51-41,28639508,32-96-28,48557027,Mr Gavin Robinson,,,Structuring,Many small deposits just below reporting threshold
SUS002675,2023-10-11,Eric Smith,SEPA,SEPA Credit Transfer,11117.17,92-51-21,39884091,88-94-94,04768785,Matthew Robinson,DE18620225567956088434,ERSWGBQRSX5,Money Laundering,Large international transactions with no clear source
SUS002676,2024-07-10,Luke Stewart,FPO,Faster Payment Outgoing,19704.8,56-55-22,19464993,87-78-54,01898898,Maurice Wood,,,Money Laundering,Large international transactions with no clear source
SUS002677,2024-09-15,Dale Kelly,MT103,SWIFT Credit Transfer,13019.02,56-47-82,20609556,16-23-89,53005325,Shah PLC,DE51345088462113788396,UUOCGBPGDLZ,Money Laundering,Large international transactions with no clear source
SUS002678,2023-09-30,"Hayes, Lane and Rees",BGC,Bank Giro Credit,984.16,61-12-97,36169875,64-72-24,23232606,"Blake, Walton and Alexander",,,Structuring,Many small deposits just below reporting threshold
SUS002679,2023-03-11,Holland PLC,POS,Point of Sale,961.77,21-54-39,92498599,46-25-37,12968685,Frank Smith,,,Structuring,Many small deposits just below reporting threshold
SUS002680,2024-08-17,Bates-Young,FPO,Faster Payment Outgoing,18797.57,89-81-15,11709178,99-67-32,49544009,Sullivan Group,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS002681,2023-01-11,Alan Johnson-Green,REF,Refund,523.43,84-76-23,08301624,86-25-56,38567079,Kim Hayes,,,Fake Refunds,Frequent large refunds without matching purchases
SUS002682,2025-03-20,Brett Morris,BGC,Bank Giro Credit,968.92,51-16-52,78510817,19-40-28,42028432,Derek Morris,,,Structuring,Many small deposits just below reporting threshold
SUS002683,2023-10-07,Toby Taylor,ATM,ATM Transaction,291.88,47-93-12,09766809,82-69-93,37805024,Charlie Fitzgerald,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS002684,2024-08-01,"Williams, Gilbert and Turner",TFR,Transfer,137.36,62-18-28,22111512,11-14-11,65250043,Miss Jill Murray,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS002685,2024-02-18,Gerald Taylor,REF,Refund,375.25,93-47-48,76545731,94-98-15,21568188,Jones-Palmer,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS002686,2023-07-21,Samantha Fox,REF,Refund,857.37,67-71-11,72009591,31-44-18,82028560,Gail Savage-Hutchinson,,,Account Takeover,Multiple transactions from different IPs/devices
SUS002687,2024-11-21,Margaret Harris,CHQ,Cheque,18077.57,77-44-43,36334814,48-61-92,78206096,Spencer-Dean,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS002688,2023-11-20,Karen Cook,ATM,ATM Transaction,385.6,63-84-98,77816529,69-39-12,14215527,Dylan Turner-Douglas,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS002689,2024-01-09,Hussain and Sons,CHQ,Cheque,22804.08,99-30-11,74871508,49-17-64,12478703,Bond-Carter,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS002690,2025-03-07,Dunn Ltd,REF,Refund,492.04,36-69-30,96865357,88-88-26,66010679,Mrs Shirley Booth,,,Fake Refunds,Frequent large refunds without matching purchases
SUS002691,2023-11-28,Hunt-Whitehead,FPO,Faster Payment Outgoing,11499.66,49-21-43,98381309,90-12-99,42537636,"Carey, Richards and Johnson",,,Money Laundering,Large international transactions with no clear source
SUS002692,2024-03-13,Dr Oliver Lowe,FPO,Faster Payment Outgoing,12271.48,73-40-84,26457931,79-93-44,36972810,Megan Stevenson,,,Money Laundering,Large international transactions with no clear source
SUS002693,2025-01-01,Helen Joyce,MT103,SWIFT Credit Transfer,15644.28,34-22-40,85324387,12-83-79,95446121,Dr Jane Chapman,DE13779020802154079300,WUTUGBKJG5G,Money Laundering,Large international transactions with no clear source
SUS002694,2024-12-26,Harry Wood,POS,Point of Sale,978.73,89-86-19,90703926,74-57-14,23195185,Keith West,,,Structuring,Many small deposits just below reporting threshold
SUS002695,2023-06-25,Dominic Robson,FPO,Faster Payment Outgoing,3396.93,83-68-65,00300571,11-20-76,15272987,Patterson-Moran,,,Layering,Rapid transfers between accounts with similar names or small amounts
SUS002696,2025-03-24,Emma Clarke,ATM,ATM Transaction,473.64,22-14-50,70886789,47-90-72,54634205,Miss Kate White,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS002697,2024-12-29,Ms Janice Hughes,REF,Refund,123.7,16-26-51,90998765,62-32-17,11928854,Dr Amy Wilson,,,Fake Refunds,Frequent large refunds without matching purchases
SUS002698,2023-10-05,Jay Carpenter,SEPA,SEPA Credit Transfer,2344.55,59-45-90,85527603,80-86-94,48358606,Chelsea Smith,DE93450466904639093888,YOCZGBIC2C4,Layering,Rapid transfers between accounts with similar names or small amounts
SUS002699,2024-11-29,Dr Gerard Lewis,REF,Refund,770.79,32-82-70,39946875,66-68-63,63755496,Alexandra Griffin,,,Fake Refunds,Frequent large refunds without matching purchases
SUS002700,2024-02-15,Dr Stacey Thompson,REF,Refund,826.59,35-24-42,40210126,95-56-83,39478979,"Barber, Hunt and Howe",,,Fake Refunds,Frequent large refunds without matching purchases
SUS002701,2024-02-24,Jenna Richardson,FPO,Faster Payment Outgoing,4479.9,32-71-72,87793737,70-90-18,81228092,Suzanne Rogers,,,Account Takeover,Multiple transactions from different IPs/devices
SUS002702,2024-09-27,Harriet Lee,TFR,Transfer,3927.76,15-40-78,35888586,81-19-65,40071603,Mrs Naomi Hewitt,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS002703,2023-11-08,Alice Webb,REF,Refund,350.1,95-49-87,78543615,56-54-52,96030757,"Winter, Scott and Jones",,,Fake Refunds,Frequent large refunds without matching purchases
SUS002704,2023-01-05,Irene Williams-Cook,BGC,Bank Giro Credit,950.62,92-54-22,62491904,24-87-42,62040465,Mr Guy Clark,,,Structuring,Many small deposits just below reporting threshold
SUS002705,2024-05-14,Jade Warren,FPO,Faster Payment Outgoing,2162.24,35-49-97,25840210,50-43-87,30048401,Sally Nash,,,Layering,Rapid transfers between accounts with similar names or small amounts
SUS002706,2025-03-20,Karen Parker,CHQ,Cheque,24401.56,64-68-98,05987561,30-31-62,19747333,"Lawrence, Jennings and Davies",,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS002707,2023-08-22,Suzanne King,TFR,Transfer,14528.46,24-40-75,70485667,64-28-78,49381877,Hughes Group,,,Money Laundering,Large international transactions with no clear source
SUS002708,2025-02-17,Stokes PLC,ATM,ATM Transaction,485.49,57-82-58,24635395,60-17-81,70632570,Kenneth Booth-Chapman,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS002709,2023-06-10,Mr Danny Potter,POS,Point of Sale,955.11,87-13-95,84021770,91-61-30,67769134,Dr William Allen,,,Structuring,Many small deposits just below reporting threshold
SUS002710,2023-06-26,Douglas Davis,POS,Point of Sale,988.27,71-22-42,62443180,19-12-20,95668227,Karl Simmons,,,Structuring,Many small deposits just below reporting threshold
SUS002711,2025-02-25,Lauren Wright,TFR,Transfer,3877.23,28-72-72,68523021,59-53-57,31425136,Ashleigh Whittaker,,,Account Takeover,Multiple transactions from different IPs/devices
SUS002712,2024-12-16,Conor Burgess,TFR,Transfer,4237.16,52-15-65,48973131,73-55-76,33567937,Dr Julian Brady,,,Layering,Rapid transfers between accounts with similar names or small amounts
SUS002713,2024-04-26,Marian Jones,MT103,SWIFT Credit Transfer,10186.88,92-19-80,69154968,99-10-49,21792109,Mrs Deborah Bailey,DE33542617059696889176,FXFHGB3Y1FC,Money Laundering,Large international transactions with no clear source
SUS002714,2024-06-27,Henderson-Davies,ATM,ATM Transaction,315.54,51-14-66,58855795,83-96-34,70280415,Helen Cook-Winter,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS002715,2024-01-09,Thomas Inc,ATM,ATM Transaction,236.08,87-49-11,31873329,37-38-98,70137395,Richardson Group,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS002716,2024-08-23,Porter Group,CHQ,Cheque,16151.03,98-35-41,83070288,48-96-33,06400898,Kate Dean,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS002717,2024-07-10,Dr Pamela Moss,REF,Refund,43.91,95-77-83,72072701,99-66-66,92436080,Wright-Walton,,,Fake Refunds,Frequent large refunds without matching purchases
SUS002718,2025-04-22,Megan Smart,FPO,Faster Payment Outgoing,3444.13,82-10-11,36579124,30-96-38,10675098,Adrian Hyde,,,Account Takeover,Multiple transactions from different IPs/devices
SUS002719,2024-02-29,Mr Mathew Smith,TFR,Transfer,4219.12,40-95-87,67116297,51-60-51,63203061,Elliot Ashton,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS002720,2024-06-11,Francis Webster,FPO,Faster Payment Outgoing,3795.94,46-52-11,31856444,95-74-16,73008124,Martin Jackson,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS002721,2024-09-01,George-Jones,FPO,Faster Payment Outgoing,17231.95,63-47-40,50270313,68-21-52,76002256,Harvey Ltd,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS002722,2025-02-17,Hunt-O'Connor,TFR,Transfer,3284.21,84-64-52,75697075,40-39-63,30613906,Schofield-Johnston,,,Layering,Rapid transfers between accounts with similar names or small amounts
SUS002723,2023-12-11,Mahmood Ltd,MT103,SWIFT Credit Transfer,5863.95,91-97-61,29902108,49-24-95,82374998,Charlie Humphries,DE30449722369113273620,SNPHGBT0CXD,Layering,Rapid transfers between accounts with similar names or small amounts
SUS002724,2024-05-08,"Knight, Jones and Lowe",CHQ,Cheque,13087.19,50-61-24,04789792,98-48-65,23181580,Angela Blake,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS002725,2024-04-18,Charlie Dickinson,REF,Refund,432.48,34-76-61,83163626,56-98-80,84217072,Ahmed Inc,,,Fake Refunds,Frequent large refunds without matching purchases
SUS002726,2024-03-22,Neil Hussain,ATM,ATM Transaction,228.5,91-56-66,26018289,20-84-61,26313430,Dr Duncan Kelly,,,Account Takeover,Multiple transactions from different IPs/devices
SUS002727,2024-03-16,Marilyn Collier,CHQ,Cheque,10625.82,37-17-54,15470841,54-58-55,82558880,Barbara Taylor-Rees,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS002728,2024-02-25,Michael Rowley,CHQ,Cheque,24415.18,96-33-46,17182154,15-70-92,18393647,Leon Harrison,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS002729,2023-01-24,Jill Sims,FPO,Faster Payment Outgoing,18746.34,33-18-32,64112130,49-24-86,34706945,Jamie Lloyd,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS002730,2025-01-18,Caroline Collins-Murphy,TFR,Transfer,1888.14,82-28-86,94454551,95-94-50,08433868,"Walker, Davies and Taylor",,,Account Takeover,Multiple transactions from different IPs/devices
SUS002731,2023-01-08,"Turner, Howe and Singh",FPO,Faster Payment Outgoing,3059.65,21-97-72,36811106,13-86-44,28231677,Gordon Payne,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS002732,2023-04-21,"Ward, Smith and Henderson",FPO,Faster Payment Outgoing,817.54,40-70-25,48148379,78-11-19,97320331,Kirby-Gray,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS002733,2024-12-22,"James, Howard and Clarke",ATM,ATM Transaction,154.74,69-26-62,33634169,67-42-99,20564252,Eileen Jones,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS002734,2023-02-09,"Jones, Smith and Cooper",FPO,Faster Payment Outgoing,18792.15,60-26-67,22822777,78-50-28,80482100,Rosemary Nash,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS002735,2025-02-28,Hilary Cartwright,FPO,Faster Payment Outgoing,19007.06,98-55-96,03564435,11-79-42,23360538,Dr Clifford Shah,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS002736,2024-02-18,Vanessa Hawkins,REF,Refund,359.73,30-12-37,89021592,42-15-10,27931423,Birch LLC,,,Account Takeover,Multiple transactions from different IPs/devices
SUS002737,2024-01-31,Mrs Samantha Roberts,REF,Refund,798.09,72-16-91,37157105,35-34-81,09550881,"Williams, Lane and Barber",,,Account Takeover,Multiple transactions from different IPs/devices
SUS002738,2025-01-22,Miss Maria Jones,CHQ,Cheque,675.28,42-73-31,13569705,10-97-85,03123965,David Knight-Watson,,,Account Takeover,Multiple transactions from different IPs/devices
SUS002739,2024-11-16,Margaret Warner,FPO,Faster Payment Outgoing,18124.83,37-65-84,06322032,21-12-27,51040205,"Williams, West and Morris",,,Money Laundering,Large international transactions with no clear source
SUS002740,2023-01-06,"Evans, Weston and Jones",REF,Refund,921.9,46-17-26,10081295,29-15-49,97904092,Mr Bruce Hopkins,,,Account Takeover,Multiple transactions from different IPs/devices
SUS002741,2023-01-15,Sophie Watson,REF,Refund,552.18,93-96-17,10885604,37-90-93,00023801,Mr Kenneth Cartwright,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS002742,2023-03-17,"Smith, Williams and Hill",CSH,Cash transaction,988.08,16-93-69,80435371,18-91-58,50649802,Ashleigh Marshall,,,Structuring,Many small deposits just below reporting threshold
SUS002743,2025-02-19,Victoria Thomas,REF,Refund,263.67,42-53-33,69138007,86-66-17,00258143,Thomas-Khan,,,Fake Refunds,Frequent large refunds without matching purchases
SUS002744,2025-01-24,Jamie Newman,CSH,Cash transaction,978.65,99-42-88,64493007,28-64-65,67705206,Suzanne Graham,,,Structuring,Many small deposits just below reporting threshold
SUS002745,2024-03-31,Howard O'Brien,ATM,ATM Transaction,179.04,86-42-29,09683467,16-32-18,87982995,Gail Sutton,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS002746,2023-08-09,Chapman Ltd,FPO,Faster Payment Outgoing,9505.18,62-64-44,42066716,23-44-91,56980726,Dr Alison Matthews,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS002747,2023-06-17,"Thomas, Sutton and Jarvis",REF,Refund,617.51,69-80-34,09689560,66-95-67,60540103,"Powell, Jones and Bell",,,Fake Refunds,Frequent large refunds without matching purchases
SUS002748,2023-05-12,Keith Hunter,ATM,ATM Transaction,80.96,53-17-36,94668970,37-12-21,65732326,Elaine Gardiner,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS002749,2023-04-16,Rosemary Steele-O'Neill,FPO,Faster Payment Outgoing,22986.26,81-85-85,42250263,32-78-42,52057775,Duncan Green,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS002750,2024-06-02,Rhodes PLC,BGC,Bank Giro Credit,964.05,26-49-72,19788226,18-89-72,77909560,Heather Davies,,,Structuring,Many small deposits just below reporting threshold
